content,date
intoxication causes destruction one drinks suffers consecutive births dog,2022-04-24 02:17:04+00:00
marijuana nicotine considered gateway drugs gateway drugs compounds ingested lead use harsher dangerous narcotics would say prescription drug could considered getaway drug,2022-04-24 02:17:03+00:00
ice cream kind night,2022-04-24 02:16:59+00:00
actually add make adult part real well,2022-04-24 02:16:52+00:00
like women like kinda fruity hurts back throat,2022-04-24 02:16:45+00:00
used,2022-04-24 02:16:28+00:00
making sean penn blamed donald trump recent marriage driven ambien morning watching news watching trump era watching despairing,2022-04-24 02:16:27+00:00
good,2022-04-24 02:16:06+00:00
fabrication process boils actual technically alcoholic,2022-04-24 02:16:03+00:00
praying u maybe try cleaning q tip rubbing,2022-04-24 02:15:59+00:00
undervalued stock category even associate also,2022-04-24 02:15:57+00:00
cleveland browns halftime fans throwing crap know facts comment,2022-04-24 02:15:56+00:00
snoring caused following much sedation sleeping pills nasal congestion colds allergies enlarged adenoids tonsils block airway sleep apnea overweight call appointment,2022-04-24 02:15:52+00:00
almost whole month free,2022-04-24 02:15:50+00:00
full fed old excuse,2022-04-24 02:15:49+00:00
tequila w club soda shit fucking disgusting keto,2022-04-24 02:15:39+00:00
overrated,2022-04-24 02:15:21+00:00
nah welcome warm weather grapes lots sugar lots yeasts survive,2022-04-24 02:15:16+00:00
yea actually beer sake got drunk time goes fridge take,2022-04-24 02:14:38+00:00
voice normally neutral drop turns,2022-04-24 02:14:35+00:00
would simply like go public place,2022-04-24 02:14:21+00:00
sentence boiled upside day shaved manual razor,2022-04-24 02:14:20+00:00
sales stopped help get crowds police think empty stadiums would ever fly either way anyone proven thrown something ball homer banned life,2022-04-24 02:14:18+00:00
good people r prone commit murder r fault dangerous weed ever b especially proven medicinal properties possible side effects tylenol,2022-04-24 02:14:10+00:00
people think joking allergy suffering splintering headaches cause place got food bar near good minutes know bar went otl want wander around,2022-04-24 02:13:47+00:00
skin tastes like vanilla jungkook mumbles open mouthed kisses sensitive skin good good lay back taehyung orders gently nudging jungkook back onto bed obliges falling soft duvet covers,2022-04-24 02:13:31+00:00
lmaooo wish,2022-04-24 02:13:25+00:00
left drifting sleep topping working week begins learn lacking health service want hospitalised feels barbaric,2022-04-24 02:13:15+00:00
horrifically sad incident people die related actions guns banning blame right people right child dies grandma forces whiskey mom watches police,2022-04-24 02:13:14+00:00
want see long time,2022-04-24 02:12:48+00:00
dream drank lmao cravings real,2022-04-24 02:12:47+00:00
factory establishment,2022-04-24 02:12:40+00:00
dont care anything aesthetic wwhisky must barely tastes kinda watery refreshing enough like art,2022-04-24 02:12:38+00:00
hell nah need hours drown losses day sleep,2022-04-24 02:12:24+00:00
time function system healthy living like either plus feel happy let recommence,2022-04-24 02:12:23+00:00
tw stuff thank u everyone commented helped lot got vodka cranberry mule anyone wanted know,2022-04-24 02:11:56+00:00
thank lmfao never understand people base morality worldviews piece fanfiction also story school putting drunk driving wreck front prom concerning lmfao policing,2022-04-24 02:11:53+00:00
wish socializing friends didnt revolve around,2022-04-24 02:11:47+00:00
blame,2022-04-24 02:11:13+00:00
intoxication causes destruction 𝐨𝐧𝐞 𝐰𝐡𝐨 𝐝𝐫𝐢𝐧𝐤𝐬 suffers consecutive birstns 𝐃𝐨𝐠 𝑺𝒂𝒏𝒕 𝑹𝒂𝒎𝒑𝒂𝒍 𝒋𝒊 𝑴𝒂𝒉𝒂𝒓𝒂𝒋 must watch sadhna tv pm ist,2022-04-24 02:11:07+00:00
speaking punter cocteau twins work one understood whole understood every lyric give,2022-04-24 02:11:06+00:00
barnaby stop spending much money start spending dentist,2022-04-24 02:11:02+00:00
idk posing bad ass hangover bby done literally starting feel like bed day dying,2022-04-24 02:10:50+00:00
team would ever eat money make point turn sales even games response shit stops immediately,2022-04-24 02:10:49+00:00
every bullet miss take shot said,2022-04-24 02:10:09+00:00
stop posting problems start like rest us,2022-04-24 02:10:03+00:00
yeah sad testimony evident really cared remember benders unhealed shit really got way end realised safe help cut,2022-04-24 02:09:56+00:00
alexa play free,2022-04-24 02:09:53+00:00
keep away start buying eating shit,2022-04-24 02:09:39+00:00
still come home put ocean water,2022-04-24 02:09:20+00:00
fasting today bc calories,2022-04-24 02:09:00+00:00
since juice cleanse clean eating lot energy motivation got morning got much done today lots landscaping gardening community cleanup meal prepping really want whiskey cut bit,2022-04-24 02:08:57+00:00
justin holbrook concedes titans answers following cowboys loss hapless hopeless titans bankruptcy pathetic buy every league player mills spent little result cocaine drug issues merge,2022-04-24 02:08:52+00:00
experience tell probably never get rid least hint flavor yes stuff gets pretty close tell top head,2022-04-24 02:08:52+00:00
intoxication causes destruction 𝐨𝐧𝐞 𝐰𝐡𝐨 𝐝𝐫𝐢𝐧𝐤𝐬 suffers consecutive birstns 𝐃𝐨𝐠 𝑺𝒂𝒏𝒕 𝑹𝒂𝒎𝒑𝒂𝒍 𝒋𝒊 𝑴𝒂𝒉𝒂𝒓𝒂𝒋 must watch sadhna tv pm ist,2022-04-24 02:08:51+00:00
people spilled shoes agreed matters,2022-04-24 02:08:42+00:00
started eliminated beer diagnosed fatty liver doubled coke stopped coke first shot high fructose corn syrup stopped wheat grains oats rice corn potatoes sugars processed foods,2022-04-24 02:08:27+00:00
yankee stadium really needs cut sales earlier,2022-04-24 02:08:23+00:00
used friend thinking gonna make feel better reality made worse disgusted,2022-04-24 02:08:11+00:00
make anyone anything interesting,2022-04-24 02:08:10+00:00
child died acute poisoning family allegedly forced bottle whisky officials say,2022-04-24 02:08:08+00:00
beverages minerals necessary human life,2022-04-24 02:08:08+00:00
buying tho buying sweets,2022-04-24 02:08:06+00:00
literally drew marker jsjdksj,2022-04-24 02:08:04+00:00
vaccines letting government kind power next mandate every citizen stop consuming pay special tax every month consuming bad health right greater good,2022-04-24 02:08:00+00:00
think got poisoning,2022-04-24 02:07:45+00:00
love makes feel hate makes feel,2022-04-24 02:07:40+00:00
two russians came holding glass talking super loud across whole shop disgusting impolite imagine speech filled blya etc,2022-04-24 02:07:34+00:00
day working local country club cart boy found sell get take home pocket knife left behind cart golfer broke driver showed jeans white claw miller light mich ultra beloved drinks hour,2022-04-24 02:07:23+00:00
body rejecting lord never rejected rejected happening,2022-04-24 02:07:19+00:00
combination long term lead exposure abuse jesus bet,2022-04-24 02:07:16+00:00
nts wild bait fiber sandstone non wine bomb geodes hoodies red plate frozen tear spicy eel rusty cog ooer stir fry coal prehistoric artifact prehistoric skull chocolate cake pizza pine tar caviar lava eel dwarfish helm dinosaur egg,2022-04-24 02:06:58+00:00
say ronny,2022-04-24 02:06:50+00:00
interested lately step bro studying kinds recreational drugs safest medicinal benefit also big correlation developing cancer worthwhile research recreation,2022-04-24 02:06:34+00:00
much last hours uffie still tonight,2022-04-24 02:06:33+00:00
need,2022-04-24 02:06:26+00:00
pride talking,2022-04-24 02:06:22+00:00
abusive guy dies overdose even deserve deepesh condolences,2022-04-24 02:06:14+00:00
niki look ment religion read please,2022-04-24 02:06:04+00:00
abuse,2022-04-24 02:06:03+00:00
laughed opening door bar immediately finding nice booth sit flags waiter give mistress sample guys sell whichever one likes keep one coming hands man credit card,2022-04-24 02:05:58+00:00
tags nsfw language humor written scenes etc heavily implied u like read drunk tweets taste kisses night stand turned relationship strangers lovers,2022-04-24 02:05:55+00:00
preference plus religion forbids consuming,2022-04-24 02:05:41+00:00
maple pina colada pretty good try make even maple,2022-04-24 02:05:40+00:00
abt yr deaths use abuse abt toxicity bal,2022-04-24 02:05:35+00:00
fr,2022-04-24 02:05:23+00:00
like bro third time poisoning time w monique,2022-04-24 02:05:19+00:00
lightweight wrt,2022-04-24 02:05:13+00:00
checking ids work look year starts everyone people coming early buying coworkers born old,2022-04-24 02:04:59+00:00
well high,2022-04-24 02:04:57+00:00
retiring weekend,2022-04-24 02:04:56+00:00
bag,2022-04-24 02:04:45+00:00
uh oh mixed something taken see tomorrow,2022-04-24 02:04:42+00:00
content warning dark rum ginger beer lime,2022-04-24 02:04:42+00:00
needs ur migraines make feel tipsy,2022-04-24 02:04:41+00:00
inherited liquor collection big drinker big buyer trying combined inventory lot still one cupboard yet go think cocktails make,2022-04-24 02:04:25+00:00
yeah thinking based ones purrel whatever,2022-04-24 02:04:21+00:00
tt drunk blame lol,2022-04-24 02:04:16+00:00
big problem productor barrel house smoke addicted gonna personal year gameing lottery challenge preteus,2022-04-24 02:04:04+00:00
wish could blame really,2022-04-24 02:03:48+00:00
well defense gone god knows long gonna lie thought dead reason absolutely losing crossed threshold calm er,2022-04-24 02:03:47+00:00
ordered pickup target even gonna get know getting bed close never depression keep lol,2022-04-24 02:03:42+00:00
rubbing apparently better known isopropanol one favourite solvents,2022-04-24 02:03:37+00:00
know hard past year hope neglecting depression health hope coping healthy way guzzling like crazy affects health negatively,2022-04-24 02:03:26+00:00
matter fact looking variety pack girls live fun like smoke good dope take good pills,2022-04-24 02:03:16+00:00
canada heroin prescribed controlled substance folks handed heroin cocaine meth assure us need establish opium buyers club works turn heroin follow sales rules,2022-04-24 02:03:14+00:00
first drug tobacco real gateway drugs u sound ignorant smh,2022-04-24 02:03:06+00:00
probably bud light increasing volume dipping hot dog,2022-04-24 02:02:46+00:00
believe studying rn need system,2022-04-24 02:02:43+00:00
okay yeah fucked miss,2022-04-24 02:02:27+00:00
joeboy live via,2022-04-24 02:02:18+00:00
abusing drugs doesnt immediately mean abusive tho,2022-04-24 02:02:04+00:00
well u want currently reading school love affairs executioner way life since anime ongoing rn watch,2022-04-24 02:01:57+00:00
hey abuse could least white shirt ha,2022-04-24 02:01:38+00:00
stop using sex escape things get real,2022-04-24 02:01:05+00:00
assume,2022-04-24 02:00:54+00:00
someone explain cartersville ga location accept valid state id vertical purchase guy multiple forms id,2022-04-24 02:00:54+00:00
wine best,2022-04-24 02:00:51+00:00
drive deserve feel pain families whose lives changed drivers plan consumption around driving beer wont drive least hours safe,2022-04-24 02:00:49+00:00
people expense others make fun part bad enough think enough rest life poor pizza delivery guy,2022-04-24 02:00:44+00:00
depressant central nervous system causing become sleepy drowsy responsibly,2022-04-24 02:00:29+00:00
think wife finally accepting addiction,2022-04-24 02:00:29+00:00
still believe jake almost got drunk wine tasting like bro type get drunk three shots soju could never buddies,2022-04-24 02:00:23+00:00
dead poisoning grandmother mom make whiskey source baton rouge louisiana murder charges roxanne record kadjah record made yo child whisky died,2022-04-24 02:00:19+00:00
certain individuals think use look substance look bate gin hoirs substance enters live people get shot drumk sober keep much,2022-04-24 02:00:11+00:00
complaint recently filed accusing jenner promoting overconsumption based three instagram posts featuring tequila,2022-04-24 02:00:07+00:00
free months,2022-04-24 02:00:02+00:00
going high content instead flavor see well saturday,2022-04-24 01:59:55+00:00
kraken soooooo either way required,2022-04-24 01:59:13+00:00
sangria like juice forgot,2022-04-24 01:59:09+00:00
bear passed fist huh still saying gorilla oo berries,2022-04-24 01:59:09+00:00
chose great choice,2022-04-24 01:58:54+00:00
today last day getting drunk next weeks going gallon day water fix need hydrate better gets way,2022-04-24 01:58:51+00:00
ye know context gif lad foreground saying issue russian mining chap background turns gets hauled oot eh shot ahv laffed years,2022-04-24 01:58:47+00:00
ny eyes facial recognition card cigarettes via,2022-04-24 01:58:40+00:00
notoriously revealed addiction opiates first lady crusaded destigmatize combat addiction rest life,2022-04-24 01:58:35+00:00
taken laxative,2022-04-24 01:58:24+00:00
actually appear useful afterthoughts appendixes two concern briefly use potato human consumption e production starch dextrines glucose use specific gravity guide,2022-04-24 01:58:24+00:00
wild irish rose still good buy bottle night train might little cheaper,2022-04-24 01:58:19+00:00
totally right think able handle travel fatigue possible time zone shifts shitty sleep hotel lots bad food long wait times sets differentiator big ones like ready able play max,2022-04-24 01:57:17+00:00
absolutely would put smile face crushed centuries people stressed compatibility wheels several people chasing dreams killed drunk driver whoever chooses drive drunk drown,2022-04-24 01:57:02+00:00
smell feel need book flight pr,2022-04-24 01:56:53+00:00
