content,date
wine tesco bottles jam shed shiraz saw thought give try bother sweet california known v pink colour shaun would say agree ok topped soda hot day dilutes,2022-04-14 19:50:04+00:00
old narrative faulty logic cannot pass litmus tests ask weed pass drug stop madness,2022-04-14 19:49:55+00:00
actually evil okes,2022-04-14 19:49:48+00:00
declined establishment outrage,2022-04-14 19:49:47+00:00
say business standpoint get sell price good business moral ethical standpoint sure almost like pushing front alcoholic bringing recovering gambler casino,2022-04-14 19:49:19+00:00
regular daily consumption tobacco exercise enemy health,2022-04-14 19:49:15+00:00
joke looks like brew kind dog thinks might think much,2022-04-14 19:49:01+00:00
bro minute damn pain killers antibiotics want margarita mojito need,2022-04-14 19:48:45+00:00
wish,2022-04-14 19:48:37+00:00
ban cigarettes know cause cancer ban causes sorosis liver free citizens able freely make choice given best information available us glass wine wear mask,2022-04-14 19:48:30+00:00
common men develop drug addictions relationship female abuser surprised turned tbh,2022-04-14 19:48:17+00:00
last year refused sale local supermarket sure looked ask actually look year treated well,2022-04-14 19:48:12+00:00
also con major pro list,2022-04-14 19:48:05+00:00
working far truth told mishima knew little wine expensive otherwise choise hard liquor malty briny whiskey poured ice however would endure taste wine favourite,2022-04-14 19:48:00+00:00
think needs look im quotes account isnt words,2022-04-14 19:47:57+00:00
difference choose eat unhealthy foods choose breathe air,2022-04-14 19:47:56+00:00
course look wondrous effect sale oh wait,2022-04-14 19:47:47+00:00
korean wine esque thats like vodka jdjfjf really like peach one dont much kinda craving today hdjf,2022-04-14 19:47:45+00:00
tobacco addictive unwanted harm body,2022-04-14 19:47:40+00:00
wild argument trans healthcare trans youth use tobacco last time checked neither prescription drugs used treat real mental health condition could literally say drug,2022-04-14 19:47:40+00:00
sir blood,2022-04-14 19:47:38+00:00
stop realise need one,2022-04-14 19:47:24+00:00
dude hope got juice cup painkillers dont go well togheter,2022-04-14 19:47:18+00:00
tongue piercing could pro gym diet regime,2022-04-14 19:47:16+00:00
substance issues say dk seeking treatment substance abuse substances dk opiates stimulants cocaine dk substances history ment opiates,2022-04-14 19:47:14+00:00
interesting thought dramatic suppose music addiction somewhat real feel comfortable mentioning withdrawals symptoms think thing drug addicts experience say lack music makes stim,2022-04-14 19:47:09+00:00
like normal white wedding party lots,2022-04-14 19:47:01+00:00
living squalor doable long deal breaker,2022-04-14 19:47:01+00:00
ppl getting fucked taking sertraline,2022-04-14 19:46:53+00:00
bad vaccine,2022-04-14 19:46:53+00:00
best way talk teen tobacco drugs,2022-04-14 19:46:52+00:00
many people die obesity year sure go full prohibited ban sale fast food,2022-04-14 19:46:42+00:00
putting half bottle margarita godparents even put,2022-04-14 19:46:37+00:00
marijuana smells absolutely foul like dank sweat piss beer also quite yeasty tastes amazing fact anywhere distilling fermenting noxious however good end product sweet fragrances get overpowering fast like rose garden,2022-04-14 19:46:17+00:00
abusers certainly turn one single person especially true drugs involved know abused know abusers vary widely backgrounds triggers,2022-04-14 19:46:15+00:00
much fun learning facts myths concerning,2022-04-14 19:46:12+00:00
lol work boris celebrating birthday guess police must think working colleagues fine room windows open masks,2022-04-14 19:46:11+00:00
think,2022-04-14 19:46:06+00:00
could sworn watching documentary interviews someone alleged drug addictions pans johnny like oh yeah,2022-04-14 19:46:02+00:00
bad first miracle turning water wine paul tell timothy wine show bible says,2022-04-14 19:45:50+00:00
needs check deep coming across great related,2022-04-14 19:45:50+00:00
someone red flag u would maybe like sit thought minutes,2022-04-14 19:45:49+00:00
new niaaa adolescent brain learned,2022-04-14 19:45:47+00:00
wish natives research understood thenway natives process different races,2022-04-14 19:45:42+00:00
chilling playing minecraft feeling need body btw wish u sweat dreams baby uwu,2022-04-14 19:45:37+00:00
seriously stop going drugs honestly getting old,2022-04-14 19:45:37+00:00
oh man sucks tbh time wouldnt go liquor store alone almost get store lmao,2022-04-14 19:45:37+00:00
