content,date
someone rarely drinks mean say rarely hate fucks really believe take step much fun come without,2022-04-22 22:06:30+00:00
learning deal life stresses without challenge easier getting trust finding capability go without strengthens time right feel like got,2022-04-22 22:06:24+00:00
lmao bastard dey look one guy wey dey since quite different person,2022-04-22 22:06:20+00:00
study published concluded women drank higher risk developing rosacea women learn,2022-04-22 22:06:16+00:00
dead poisoning grandmother mom make whiskey police say via hell awaits,2022-04-22 22:06:06+00:00
sorry theo,2022-04-22 22:06:05+00:00
fetal syndrome skull look going,2022-04-22 22:06:02+00:00
understanding complex relationship causes many changes body mind short long term periods key making better choices combating alcoholism look impact mental health,2022-04-22 22:06:00+00:00
would dead poisoning,2022-04-22 22:05:52+00:00
would dying poisoning took shots recall remember,2022-04-22 22:05:48+00:00
helps numb depression temporarily,2022-04-22 22:05:44+00:00
love everyone making hard seltzer drinks type,2022-04-22 22:05:43+00:00
worry every feel like going much relying drugs help get may god give peace love clarity,2022-04-22 22:05:32+00:00
fetal syndrome kid always gone weekends convenience store dinners chain smoker cozy mommy vibes ngl,2022-04-22 22:05:32+00:00
bra bought much brought huge electric hennessy ball baller house,2022-04-22 22:05:25+00:00
ny eyes facial recognition card cigarettes,2022-04-22 22:05:14+00:00
ny eyes facial recognition card cigarettes,2022-04-22 22:05:08+00:00
coping mechanism send tweet,2022-04-22 22:05:07+00:00
last ban tallahassee long time,2022-04-22 22:05:01+00:00
sister got fired job accidentally served minor tomes forgot ask id,2022-04-22 22:04:59+00:00
tell bartender know lot well ues alcoholic,2022-04-22 22:04:59+00:00
interesting works go stating help mitigating covid infection later suggesting use mouthwashes help mitigate covid infection,2022-04-22 22:04:56+00:00
cutting back tough proud ryan completely sober months body definitely thanking,2022-04-22 22:04:51+00:00
fuck need cos fuck,2022-04-22 22:04:48+00:00
might start isolating seeing noone never leaving flat escape constant temptation feel conflicted relapsey nothing helping know everywhere,2022-04-22 22:04:44+00:00
let stay case defamation go topic amber trial fraud money given hospitals kids stuff u talking trial defamation johnny functioning drug addict,2022-04-22 22:04:27+00:00
comes tv messaging covid members stated types help mitigate covid one checks research articles involve states types help mitigate covid infection,2022-04-22 22:04:23+00:00
rum coke almost gin still case everclear pandemic started probably put car burn,2022-04-22 22:03:41+00:00
however try meds know sounds like dick felt like say hope good sleep,2022-04-22 22:03:40+00:00
yet every day millions ppl use nothing pure pleasure nobody says word,2022-04-22 22:03:39+00:00
dang trying make doc waste precious time duds im finally antique lasted awhile thanks nothing r gta via game pass one cent faith content private sessions,2022-04-22 22:03:35+00:00
control intake please plan b get back home safely thank,2022-04-22 22:03:32+00:00
mynicky homeless anything helps disabled hungry cold wisconsin service animals drugs games lies want basic human needs wants hand,2022-04-22 22:03:30+00:00
think referring sarcastically loss think like ting drinks,2022-04-22 22:03:24+00:00
time airlines stop letting customers lot flights sat next fella flight nine drinks reeked four hour flight,2022-04-22 22:03:17+00:00
dude seriously drunk coke head aderoll xanax shit ton admitted awful guilty mention depp defended child rapist christ told bettany would fuck dead body make sure dead victim,2022-04-22 22:03:09+00:00
pretty stupid tbh take marijuana waaay seriously korea japan biggest substance deaths sk world,2022-04-22 22:03:05+00:00
bloated since yesterday really like could friday basically summer outside,2022-04-22 22:02:54+00:00
unsee cocaine guess one,2022-04-22 22:02:47+00:00
eat plenty dark leafy greens healthy meats eat bad stuff really like thc trying like bc figured would less physically harmful vice workin least started exercising,2022-04-22 22:02:34+00:00
felt way enjoy social aspect definitely worth ever see going back hard decision make one worth making,2022-04-22 22:02:29+00:00
plus incoming period equals extremely emotional overreactions things important realise everything actually okay life slay,2022-04-22 22:02:18+00:00
anyone checked ers poisoning cases recall game,2022-04-22 22:02:12+00:00
teen still taste poisoning,2022-04-22 22:02:03+00:00
hoc bar cheap dangerous thing,2022-04-22 22:01:57+00:00
work meetings wife right,2022-04-22 22:01:49+00:00
destroy liver brain cigarettes give cancer yet allow drugs semblance personal responsibility know limits free etc saying case drugs least weed,2022-04-22 22:01:48+00:00
jesus sorry think,2022-04-22 22:01:45+00:00
video game review final fantasy xiv shadowbringers release year game rating language sexual themes partial nudity use tobacco violence blood platform pc playstation personal rating,2022-04-22 22:01:41+00:00
even mixture lmaooo,2022-04-22 22:01:40+00:00
drugs weed sure,2022-04-22 22:01:31+00:00
fact manga puts much emphasis names really makes wonder specifically chose bourbon akai favorite mean could bc need use misleading hint subaru bourbon coincidence,2022-04-22 22:01:28+00:00
give free packs cigarettes work people gamble going say complimentary pack fags beverage choice would never push consumption anyone people cross nevada state line seem become smokers,2022-04-22 22:01:25+00:00
maybe vote feet set china might chance actually making positive impact life takes couple months working regular job without wasting money drugs cigs porn vidya,2022-04-22 22:01:20+00:00
time rewatch street fighter nth time,2022-04-22 22:01:15+00:00
let night slip away child know get hours community service serving teen nobody wants instead visit resources discuss teen,2022-04-22 22:01:07+00:00
care adult chooses body truly horrified amount people think children decide permanently alter bodies handle responsibility choosing smoke,2022-04-22 22:01:07+00:00
mchenry county judge said thinks lake hills woman five priors driving influence suffers addiction threat public,2022-04-22 22:01:05+00:00
loving however question people homeless shows communities understand homeless due substance abuse need show truth situation people would help,2022-04-22 22:01:05+00:00
gonna say much let talking tell next time visit keep stock,2022-04-22 22:00:50+00:00
violent person instead writing mirror beat choke punch kick anything like violent person would violence drawing mirror taking drugs,2022-04-22 22:00:37+00:00
matter tobias ellwood p r bet cake,2022-04-22 22:00:36+00:00
think guy dangerously ignorant demagogue take stated convictions seriously time hypocritical really miss bible verse says christian wear particular underwear,2022-04-22 22:00:16+00:00
granny gon still bust open christian brothers brandy seagram none new tho,2022-04-22 22:00:14+00:00
didnt know earth day know definitely save water tonight,2022-04-22 22:00:13+00:00
